,code,name,date,count,ratio
0,000539,粤电力A,2010-07-30,71.37,0.03
1,300076,GQY视讯,2010-07-30,272.80,5.15
2,300078,思创医惠,2010-07-30,340.00,5.08
3,300079,数码视讯,2010-07-30,560.00,5.00
4,000338,潍柴动力,2010-07-29,8069.45,9.69
5,002395,双象股份,2010-07-29,450.00,5.03
6,002397,梦洁股份,2010-07-29,320.00,5.08
7,600643,爱建集团,2010-07-29,4.45,0.01
8,000518,四环生物,2010-07-28,12828.31,12.46
9,000592,平潭发展,2010-07-28,487.86,0.84
10,600328,兰太实业,2010-07-28,14052.51,39.13
11,601107,四川成渝,2010-07-28,65745.00,21.50
12,601369,陕鼓动力,2010-07-28,2184.93,2.00
13,000753,漳州发展,2010-07-27,1581.51,5.00
14,002013,中航机电,2010-07-27,702.00,4.20
15,300072,三聚环保,2010-07-27,500.00,5.14
16,300073,当升科技,2010-07-27,400.00,5.00
17,300074,华平股份,2010-07-27,200.00,5.00
18,300075,数字政通,2010-07-27,280.00,5.00
19,600356,恒丰纸业,2010-07-27,5300.00,27.46
20,600988,赤峰黄金,2010-07-27,800.26,8.03
21,600725,*ST云维,2010-07-26,35881.56,58.23
22,000008,神州高铁,2010-07-23,2193.74,29.79
23,000650,仁和药业,2010-07-23,9000.00,21.42
24,002392,北京利尔,2010-07-23,675.00,5.00
25,002393,力生制药,2010-07-23,920.00,5.04
26,002394,联发股份,2010-07-23,539.99,5.00
27,300067,安诺其,2010-07-23,540.00,5.05
28,600217,中再资环,2010-07-22,320.00,0.48
29,600736,苏州高新,2010-07-22,36.00,0.04
30,002250,联化科技,2010-07-21,3148.38,12.83
31,300068,南都电源,2010-07-21,1240.00,5.00
32,300069,金利华电,2010-07-21,300.00,5.00
33,300070,碧水源,2010-07-21,740.00,5.03
34,300071,华谊嘉信,2010-07-21,260.00,5.02
35,600318,新力金融,2010-07-21,11938.57,49.33
36,600703,三安光电,2010-07-21,400.00,0.72
37,002143,印纪传媒,2010-07-20,11917.20,74.25
38,000584,友利控股,2010-07-19,4253.03,10.40
39,002142,宁波银行,2010-07-19,141500.00,56.60
40,002277,友阿股份,2010-07-19,11613.60,33.26
41,600376,首开股份,2010-07-19,33995.00,29.57
42,600611,大众交通,2010-07-19,32717.94,20.76
43,601009,南京银行,2010-07-19,87820.86,36.78
44,000631,顺发恒业,2010-07-16,1545.83,1.48
45,002390,信邦制药,2010-07-16,433.99,5.00
46,002391,长青股份,2010-07-16,500.00,5.05
47,000506,中润资源,2010-07-14,5085.52,6.57
48,600048,保利地产,2010-07-14,35033.17,7.66
49,000584,友利控股,2010-07-13,6709.34,16.41
50,002387,黑牛食品,2010-07-13,669.99,5.02
51,002388,新亚制程,2010-07-13,559.99,5.04
52,002389,南洋科技,2010-07-13,339.99,5.08
53,600768,宁波富邦,2010-07-13,7.20,0.05
54,002140,东华科技,2010-07-12,16728.36,60.01
55,002275,桂林三金,2010-07-12,8548.30,18.83
56,002276,万马股份,2010-07-12,5634.78,14.09
57,601168,西部矿业,2010-07-12,67230.00,28.21
58,002384,东山精密,2010-07-09,799.99,5.00
59,002385,大北农,2010-07-09,1215.99,3.03
60,002386,天原集团,2010-07-09,2000.00,5.00
61,600576,万家文化,2010-07-09,11447.12,52.49
62,000417,合肥百货,2010-07-08,148.42,0.31
63,600243,青海华鼎,2010-07-08,5000.00,21.11
64,600745,中茵股份,2010-07-08,1217.45,3.72
65,600213,亚星客车,2010-07-06,10657.25,48.44
66,600861,北京城乡,2010-07-06,1584.02,5.00
67,000895,双汇发展,2010-07-05,31180.50,51.45
68,002265,西仪股份,2010-07-05,1053.48,3.62
69,600088,中视传媒,2010-07-05,1183.65,5.00
70,600486,扬农化工,2010-07-05,4926.93,28.62
71,600827,百联股份,2010-07-05,2797.28,5.92
72,000888,峨眉山A,2010-07-02,1678.66,7.14
73,000900,现代投资,2010-07-02,10852.52,27.19
74,000951,中国重汽,2010-07-02,1650.84,3.94
75,002381,双箭股份,2010-07-02,400.00,5.13
76,002382,蓝帆医疗,2010-07-02,399.99,5.00
77,002383,合众思壮,2010-07-02,600.00,5.00
78,002139,拓邦股份,2010-07-01,6049.34,36.01
79,002378,章源钨业,2010-07-01,859.99,2.01
80,002380,科远股份,2010-07-01,339.99,5.00
81,600280,中央商场,2010-07-01,717.71,5.00
82,601101,昊华能源,2010-07-01,2200.00,4.85
