,code,name,date,count,ratio
0,300259,新天科技,2012-08-31,2726.20,18.01
1,002060,粤水电,2012-08-30,672.22,1.34
2,002611,东方精工,2012-08-30,2602.41,14.72
3,002612,朗姿股份,2012-08-30,807.69,4.04
4,002613,北玻股份,2012-08-30,1631.28,4.07
5,300170,汉得信息,2012-08-30,162.31,0.97
6,300257,开山股份,2012-08-30,2068.80,7.23
7,000035,中国天楹,2012-08-29,6461.40,43.07
8,000656,金科股份,2012-08-28,14805.14,12.78
9,000750,国海证券,2012-08-28,9355.30,5.22
10,002284,亚太股份,2012-08-28,18278.40,63.68
11,002285,世联行,2012-08-28,22320.86,68.38
12,002286,保龄宝,2012-08-28,4981.31,36.84
13,002287,奇正藏药,2012-08-28,36500.00,89.90
14,002507,涪陵榨菜,2012-08-28,18.58,0.12
15,300133,华策影视,2012-08-28,4324.80,11.26
16,000776,广发证券,2012-08-27,90520.00,15.29
17,002237,恒邦股份,2012-08-27,7200.00,15.82
18,300111,向日葵,2012-08-27,5244.30,10.30
19,300258,精锻科技,2012-08-27,2593.12,17.29
20,601000,唐山港,2012-08-24,12797.31,11.34
21,300318,博晖创新,2012-08-23,510.00,4.98
22,300319,麦捷科技,2012-08-23,264.00,4.95
23,300321,同大股份,2012-08-23,220.00,4.96
24,002043,兔宝宝,2012-08-22,7881.98,16.77
25,600298,安琪酵母,2012-08-22,2358.58,7.16
26,002280,联络互动,2012-08-21,6959.78,65.05
27,002281,光迅科技,2012-08-21,400.00,2.50
28,002282,博深工具,2012-08-21,13707.08,60.81
29,002283,天润曲轴,2012-08-21,21600.00,38.61
30,601901,方正证券,2012-08-21,4877.08,0.80
31,603366,日出东方,2012-08-21,2000.00,5.00
32,002416,爱施德,2012-08-20,1285.63,1.29
33,300148,天舟文化,2012-08-20,16.90,0.13
34,300151,昌红科技,2012-08-20,12.00,0.12
35,300252,金信诺,2012-08-20,2050.11,18.98
36,300253,卫宁健康,2012-08-20,3403.11,31.80
37,300255,常山药业,2012-08-20,7482.01,40.81
38,300256,星星科技,2012-08-20,4584.75,30.56
39,600029,南方航空,2012-08-20,72115.00,7.35
40,600079,人福医药,2012-08-20,957.61,1.94
41,601788,光大证券,2012-08-20,232500.00,68.02
42,601886,江河集团,2012-08-20,15033.42,26.85
43,603002,宏昌电子,2012-08-20,2000.00,5.00
44,600377,宁沪高速,2012-08-17,329.40,0.07
45,300136,信维通信,2012-08-16,6.22,0.05
46,300316,晶盛机电,2012-08-16,660.00,4.95
47,000623,吉林敖东,2012-08-15,1788.88,2.00
48,002452,长高集团,2012-08-15,494.25,3.80
49,002610,爱康科技,2012-08-15,9413.44,31.38
50,601222,林洋能源,2012-08-15,2400.00,6.90
51,600415,小商品城,2012-08-14,151908.97,55.82
52,002278,神开股份,2012-08-13,14424.20,55.16
53,002279,久其软件,2012-08-13,4505.21,25.63
54,002283,天润曲轴,2012-08-13,7941.18,14.20
55,300315,掌趣科技,2012-08-13,816.00,4.99
56,300317,珈伟股份,2012-08-13,700.00,5.00
57,600489,中金黄金,2012-08-13,8213.46,4.19
58,600976,健民集团,2012-08-13,21.91,0.14
59,601636,旗滨集团,2012-08-13,250.00,0.36
60,002150,通润装备,2012-08-10,30794.40,123.08
61,002607,亚夏汽车,2012-08-10,3587.00,20.38
62,002608,*ST舜船,2012-08-10,3300.00,22.45
63,601901,方正证券,2012-08-10,179956.88,29.50
64,000596,古井贡酒,2012-08-09,3360.00,6.67
65,000506,中润资源,2012-08-08,1503.89,1.94
66,300312,邦讯技术,2012-08-08,531.00,4.98
67,300314,戴维医疗,2012-08-08,400.00,5.00
68,600459,贵研铂业,2012-08-08,759.18,4.80
69,000030,富奥股份,2012-08-07,4468.63,15.49
70,002674,兴业科技,2012-08-07,1200.00,5.00
71,300204,舒泰神,2012-08-07,275.00,2.06
72,603333,明星电缆,2012-08-07,1730.00,4.99
73,002605,姚记扑克,2012-08-06,429.74,4.60
74,600398,海澜之家,2012-08-06,5591.49,8.65
75,000863,三湘印象,2012-08-03,5775.00,33.07
76,002602,世纪华通,2012-08-03,5850.00,22.29
77,002673,西部证券,2012-08-03,4000.00,3.33
78,300249,依米康,2012-08-03,1900.01,24.23
79,300250,初灵信息,2012-08-03,784.80,9.81
80,300251,光线传媒,2012-08-03,482.79,2.00
81,603123,翠微股份,2012-08-03,1540.00,5.00
82,002236,大华股份,2012-08-02,711.22,1.27
