,code,name,date,count,ratio
0,002157,正邦科技,2011-03-31,3876.00,14.39
1,002378,章源钨业,2011-03-31,3622.59,8.46
2,002379,*ST鲁丰,2011-03-31,1000.00,12.90
3,002530,丰东股份,2011-03-31,675.00,5.04
4,002531,天顺风能,2011-03-31,1035.00,5.03
5,002532,新界泵业,2011-03-31,400.00,5.00
6,002533,金杯电工,2011-03-31,700.00,5.00
7,601101,昊华能源,2011-03-31,5110.26,11.26
8,601126,四方股份,2011-03-31,1640.00,4.09
9,000046,泛海控股,2011-03-30,105842.84,46.45
10,300152,科融环境,2011-03-30,560.00,5.18
11,600628,新世界,2011-03-30,7972.21,14.99
12,601890,亚星锚链,2011-03-30,1800.00,5.00
13,000400,许继电气,2011-03-29,113.48,0.30
14,300064,豫金刚石,2011-03-29,2955.00,19.44
15,300153,科泰电源,2011-03-29,400.00,5.00
16,300154,瑞凌股份,2011-03-29,560.00,5.01
17,600133,东湖高新,2011-03-29,2480.33,5.00
18,600219,南山铝业,2011-03-29,28344.00,14.65
19,300063,天龙集团,2011-03-28,233.65,3.49
20,300065,海兰信,2011-03-28,1556.28,28.09
21,300066,三川智慧,2011-03-28,646.50,12.43
22,600125,铁龙物流,2011-03-28,9322.68,9.28
23,600163,中闽能源,2011-03-28,4500.00,6.24
24,600458,时代新材,2011-03-28,2043.55,8.69
25,600569,安阳钢铁,2011-03-28,37544.91,15.68
26,600748,上实发展,2011-03-28,21242.73,19.61
27,600960,渤海活塞,2011-03-28,6459.82,39.67
28,000529,广弘控股,2011-03-25,1823.00,3.12
29,000869,张裕A,2011-03-25,21302.11,40.40
30,000970,中科三环,2011-03-25,10128.79,19.95
31,002138,顺络电子,2011-03-25,274.46,1.29
32,600478,科力远,2011-03-25,3419.51,10.86
33,002527,新时达,2011-03-24,1000.00,5.00
34,002528,英飞拓,2011-03-24,737.00,5.01
35,002529,海源机械,2011-03-24,800.00,5.00
36,002375,亚厦股份,2011-03-23,2000.00,9.48
37,002376,新北洋,2011-03-23,3996.52,26.64
38,002377,国创高新,2011-03-23,1600.00,14.95
39,601991,大唐发电,2011-03-23,53000.00,4.30
40,300149,量子高科,2011-03-22,340.00,5.08
41,300150,世纪瑞尔,2011-03-22,693.00,5.13
42,300151,昌红科技,2011-03-22,340.00,5.08
43,000825,太钢不锈,2011-03-21,73780.90,12.95
44,002222,福晶科技,2011-03-21,6750.00,35.53
45,300059,东方财富,2011-03-21,4891.56,34.94
46,300061,康耐特,2011-03-21,562.05,9.37
47,300062,中能电气,2011-03-21,204.06,2.65
48,600066,宇通客车,2011-03-21,9174.73,17.65
49,000923,河北宣工,2011-03-18,1980.00,10.00
50,002215,诺普信,2011-03-18,1750.00,7.91
51,002373,千方科技,2011-03-18,3277.66,47.83
52,002374,丽鹏股份,2011-03-18,850.00,15.89
53,000736,中房地产,2011-03-17,746.60,2.51
54,002023,海特高新,2011-03-17,3178.00,10.77
55,002524,光正集团,2011-03-17,450.00,4.98
56,002526,山东矿机,2011-03-17,1328.00,4.97
57,600059,古越龙山,2011-03-17,4526.68,7.13
58,000099,中信海直,2011-03-16,23957.21,46.65
59,002369,卓翼科技,2011-03-16,1121.38,11.21
60,002370,亚太药业,2011-03-16,1593.00,13.28
61,002371,北方华创,2011-03-16,230.50,3.55
62,300146,汤臣倍健,2011-03-15,270.00,4.94
63,300147,香雪制药,2011-03-15,616.00,5.01
64,300148,天舟文化,2011-03-15,360.00,4.80
65,601933,永辉超市,2011-03-15,2200.00,2.86
66,000059,华锦股份,2011-03-14,21428.12,17.85
67,002366,台海核电,2011-03-14,5365.31,40.19
68,002367,康力电梯,2011-03-14,3769.20,23.53
69,002368,太极股份,2011-03-14,2800.00,28.34
70,300024,机器人,2011-03-14,1646.82,12.17
71,600059,古越龙山,2011-03-14,45306.72,71.36
72,600135,乐凯胶片,2011-03-14,9569.25,27.98
73,600718,东软集团,2011-03-14,90029.40,73.34
74,000975,银泰资源,2011-03-10,23654.73,37.97
75,002218,拓日新能,2011-03-10,21600.00,66.16
76,002520,日发精机,2011-03-10,320.00,5.00
77,002521,齐峰新材,2011-03-10,740.00,5.03
78,002522,浙江众成,2011-03-10,530.00,4.97
79,002523,天桥起重,2011-03-10,800.00,5.00
80,600403,大有能源,2011-03-10,810.00,6.35
81,601186,中国铁建,2011-03-10,756624.55,61.33
82,000006,深振业A,2011-03-09,159.66,0.21
83,000978,桂林旅游,2011-03-09,13000.00,36.10
84,300143,星河生物,2011-03-09,340.00,5.08
85,300144,宋城演艺,2011-03-09,840.00,5.00
86,300145,中金环境,2011-03-09,399.00,4.99
87,000534,万泽股份,2011-03-08,4764.79,18.68
88,600539,ST狮头,2011-03-08,3887.68,16.90
89,002065,东华软件,2011-03-07,3792.00,8.57
90,002219,恒康医疗,2011-03-07,22400.00,74.95
91,002221,东华能源,2011-03-07,11786.00,53.09
92,002363,隆基机械,2011-03-07,2250.00,18.75
93,002364,中恒电气,2011-03-07,926.82,13.88
94,002365,永安药业,2011-03-07,4383.43,46.88
95,002516,旷达科技,2011-03-07,1000.00,5.00
96,002517,恺英网络,2011-03-07,440.00,4.98
97,002518,科士达,2011-03-07,574.00,4.99
98,002519,银河电子,2011-03-07,348.00,4.94
99,600220,江苏阳光,2011-03-07,42021.44,23.56
100,600290,华仪电气,2011-03-07,11298.67,32.17
101,600498,烽火通信,2011-03-07,21008.89,47.55
102,601880,大连港,2011-03-07,34282.00,7.75
103,000831,*ST五稀,2011-03-04,19536.66,29.90
104,000851,高鸿股份,2011-03-04,242.68,0.73
105,000885,同力水泥,2011-03-04,127.81,0.51
106,000960,锡业股份,2011-03-04,44556.52,54.07
107,002362,汉王科技,2011-03-04,4044.81,37.78
108,600858,银座股份,2011-03-04,2974.25,10.29
109,000828,东莞控股,2011-03-03,40298.55,38.77
110,002360,同德化工,2011-03-03,2994.00,49.90
111,002361,神剑股份,2011-03-03,3180.00,39.75
112,002512,达华智能,2011-03-03,600.00,5.08
113,002513,*ST蓝丰,2011-03-03,378.00,5.11
114,002514,宝馨科技,2011-03-03,339.00,4.98
115,002515,金字火腿,2011-03-03,370.00,5.03
116,600138,中青旅,2011-03-03,8243.88,19.85
117,600758,红阳能源,2011-03-03,13.00,0.06
118,600985,雷鸣科化,2011-03-03,3103.39,28.73
119,600760,*ST黑豹,2011-03-02,2758.48,8.00
120,600757,长江传媒,2011-03-01,5954.64,10.78
