,code,name,date,count,ratio
0,002656,摩登大道,2013-02-28,825.00,8.25
1,002657,中科金财,2013-02-28,1803.69,25.84
2,300057,万顺股份,2013-02-28,2760.00,6.54
3,300226,上海钢联,2013-02-28,10.00,0.12
4,300006,莱美药业,2013-02-27,5218.83,28.52
5,000697,炼石有色,2013-02-26,12250.44,25.46
6,002215,诺普信,2013-02-26,369.51,1.02
7,300055,万邦达,2013-02-26,17160.00,75.00
8,300056,三维丝,2013-02-26,4243.09,45.33
9,300058,蓝色光标,2013-02-26,17032.89,42.93
10,300176,鸿特精密,2013-02-26,390.00,4.36
11,601688,华泰证券,2013-02-26,336924.92,60.16
12,000979,中弘股份,2013-02-25,71608.86,70.75
13,600221,海南航空,2013-02-25,59523.81,9.77
14,600510,黑牡丹,2013-02-25,54050.41,67.94
15,601678,滨化股份,2013-02-25,44550.00,67.50
16,601929,吉视传媒,2013-02-25,54497.03,38.98
17,000776,广发证券,2013-02-21,346420.43,58.52
18,300228,富瑞特装,2013-02-20,31.46,0.24
19,300289,利德曼,2013-02-20,825.60,5.38
20,000498,山东路桥,2013-02-19,217.83,0.19
21,300054,鼎龙股份,2013-02-19,6979.67,51.25
22,600501,航天晨光,2013-02-19,18299.38,47.01
23,002116,中国海诚,2013-02-18,447.10,2.18
24,002195,二三四五,2013-02-18,60.00,0.53
25,002355,兴民智通,2013-02-18,12210.57,47.40
26,002356,赫美集团,2013-02-18,6000.00,75.00
27,002357,富临运业,2013-02-18,12273.06,62.64
28,002358,森源电气,2013-02-18,4596.48,13.36
29,002359,齐星铁塔,2013-02-18,12225.00,74.77
30,002655,共达电声,2013-02-18,3654.00,30.45
31,300052,中青宝,2013-02-18,1625.50,12.50
32,300178,腾邦国际,2013-02-18,200.00,1.63
33,300290,荣科科技,2013-02-18,826.52,12.16
34,300291,华录百纳,2013-02-18,1800.00,30.00
35,600477,杭萧钢构,2013-02-18,12707.24,27.42
36,600691,阳煤化工,2013-02-18,3271.40,5.57
37,601106,中国一重,2013-02-18,424800.00,64.97
38,601515,东风股份,2013-02-18,2865.00,5.15
39,601607,上海医药,2013-02-18,57847.30,21.51
40,002114,罗平锌电,2013-02-15,460.80,2.51
41,000017,深中华A,2013-02-08,2756.74,5.00
42,000400,许继电气,2013-02-08,1989.38,5.26
43,000681,视觉中国,2013-02-08,3419.79,17.21
44,000757,浩物股份,2013-02-08,13657.63,37.28
45,600711,盛屯矿业,2013-02-08,3362.83,7.41
46,000568,泸州老窖,2013-02-07,132.30,0.10
47,002281,光迅科技,2013-02-07,7400.00,40.36
48,300068,南都电源,2013-02-06,399.45,1.33
49,600597,光明乳业,2013-02-06,264.24,0.22
50,000521,美菱电器,2013-02-05,113.82,0.15
51,002351,漫步者,2013-02-05,18139.00,61.70
52,002352,顺丰控股,2013-02-05,5780.02,74.26
53,002353,杰瑞股份,2013-02-05,27811.74,60.56
54,300287,飞利信,2013-02-05,1947.00,23.18
55,002348,高乐股份,2013-02-04,13766.80,58.14
56,002349,精华制药,2013-02-04,8700.00,43.50
57,002350,北京科锐,2013-02-04,10363.20,47.48
58,600397,安源煤业,2013-02-04,5343.45,10.79
59,002031,巨轮智能,2013-02-01,588.00,1.42
60,300033,同花顺,2013-02-01,144.89,1.08
61,300173,智慧松德,2013-02-01,739.38,6.53
