,code,name,date,count,ratio
0,300220,金运激光,2014-05-30,4348.84,62.13
1,601566,九牧王,2014-05-30,45000.00,77.79
2,601991,大唐发电,2014-05-30,10000.00,0.75
3,000531,穗恒运A,2014-05-29,433.50,1.27
4,002175,东方网络,2014-05-28,3240.00,27.51
5,002501,利源精制,2014-05-28,13104.00,28.00
6,002521,齐峰新材,2014-05-28,325.60,0.77
7,002676,顺威股份,2014-05-28,137.62,0.86
8,300101,振芯科技,2014-05-28,5221.44,18.78
9,601599,鹿港文化,2014-05-28,15308.55,48.14
10,000413,东旭光电,2014-05-27,10.00,0.01
11,002583,海能达,2014-05-27,16917.62,60.86
12,600298,安琪酵母,2014-05-27,443.92,1.35
13,000935,四川双马,2014-05-26,1459.50,2.37
14,002337,赛象科技,2014-05-26,232.00,1.17
15,300221,银禧科技,2014-05-26,937.50,4.69
16,300222,科大智能,2014-05-26,6115.50,56.62
17,600337,美克家居,2014-05-26,565.20,0.87
18,600422,昆药集团,2014-05-26,14.64,0.04
19,600662,强生控股,2014-05-26,50431.90,47.88
20,600817,*ST宏盛,2014-05-26,3359.00,20.88
21,300143,星河生物,2014-05-23,6192.65,42.01
22,600499,科达洁能,2014-05-23,565.72,0.81
23,601919,中远海控,2014-05-23,15972.41,1.56
24,000802,北京文化,2014-05-22,10000.00,26.67
25,601208,东材科技,2014-05-21,29868.66,48.51
26,601233,桐昆股份,2014-05-21,43783.76,45.44
27,000536,华映科技,2014-05-20,15.64,0.02
28,000960,锡业股份,2014-05-20,24470.00,21.26
29,002127,南极电商,2014-05-20,12414.10,27.81
30,002496,辉丰股份,2014-05-20,196.27,0.62
31,002581,未名医药,2014-05-20,5800.34,41.21
32,002582,好想你,2014-05-20,9092.32,61.60
33,300014,亿纬锂能,2014-05-20,182.62,0.46
34,002002,鸿达兴业,2014-05-19,3048.64,5.02
35,002673,西部证券,2014-05-19,5894.71,4.91
36,300217,东方电热,2014-05-19,11775.28,59.55
37,300218,安利股份,2014-05-19,15206.40,72.00
38,600096,云天化,2014-05-19,15708.31,13.91
39,600208,新湖中宝,2014-05-19,42.86,0.01
40,600990,四创电子,2014-05-19,1910.20,13.97
41,300080,易成新能,2014-05-16,3925.99,7.81
42,300286,安科瑞,2014-05-16,58.80,0.41
43,300311,任子行,2014-05-16,300.00,4.24
44,600177,雅戈尔,2014-05-16,8300.67,3.73
45,600608,上海科技,2014-05-16,883.14,2.69
46,002051,中工国际,2014-05-15,29.11,0.04
47,600706,曲江文旅,2014-05-15,71.50,0.40
48,000410,沈阳机床,2014-05-14,19800.00,25.87
49,600183,生益科技,2014-05-14,2251.08,1.58
50,600693,东百集团,2014-05-14,4315.36,12.57
51,000703,恒逸石化,2014-05-13,1316.73,1.14
52,002363,隆基机械,2014-05-13,2940.00,19.68
53,600079,人福医药,2014-05-13,180.00,0.34
54,002266,浙富控股,2014-05-12,23683.24,16.60
55,002654,万润科技,2014-05-12,920.00,5.23
56,300038,梅泰诺,2014-05-12,551.11,3.43
57,300078,思创医惠,2014-05-12,140.62,0.84
58,300207,欣旺达,2014-05-12,16658.30,68.16
59,300214,日科化学,2014-05-12,12290.02,60.69
60,300215,电科院,2014-05-12,16000.00,44.44
61,300216,千山药机,2014-05-12,8710.00,47.18
62,601377,兴业证券,2014-05-12,40000.00,15.38
63,002224,三力士,2014-05-09,13098.75,40.02
64,600737,中粮糖业,2014-05-09,51705.92,25.20
65,601113,华鼎股份,2014-05-09,33600.00,52.50
66,300066,三川智慧,2014-05-08,32.91,0.21
67,000507,珠海港,2014-05-07,396.00,0.50
68,000688,建新矿业,2014-05-07,4029.57,3.54
69,000719,大地传媒,2014-05-07,662.79,1.51
70,002215,诺普信,2014-05-07,560.57,1.03
71,300098,高新兴,2014-05-07,180.72,0.98
72,002576,通达动力,2014-05-06,5913.32,35.82
73,002579,中京电子,2014-05-06,13160.96,56.33
74,002580,圣阳股份,2014-05-06,6622.00,60.62
75,300155,安居宝,2014-05-06,79.74,0.44
76,601218,吉鑫科技,2014-05-06,68457.40,69.03
77,000612,焦作万方,2014-05-05,30468.04,25.37
78,002243,通产丽星,2014-05-05,5184.00,14.21
79,002289,*ST宇顺,2014-05-05,4000.00,24.77
80,300144,宋城演艺,2014-05-05,67.50,0.12
81,300211,亿通科技,2014-05-05,4151.37,64.37
82,300212,易华录,2014-05-05,12133.34,37.73
83,601636,旗滨集团,2014-05-05,853.59,1.02
