,code,name,date,count,ratio
0,000732,泰禾集团,2016-09-30,22727.27,18.26
1,002460,赣锋锂业,2016-09-30,993.38,1.32
2,002466,天齐锂业,2016-09-30,257.36,0.26
3,002621,三垒股份,2016-09-30,16875.00,75.00
4,002709,天赐材料,2016-09-30,181.72,0.56
5,300013,新宁物流,2016-09-30,4805.94,16.14
6,300166,东方国信,2016-09-30,925.02,1.41
7,300229,拓尔思,2016-09-30,756.62,1.60
8,300271,华宇软件,2016-09-30,4.76,0.01
9,300382,斯莱克,2016-09-30,795.72,6.36
10,000721,西安饮食,2016-09-29,27.45,0.06
11,000902,新洋丰,2016-09-29,356.00,0.27
12,002364,中恒电气,2016-09-29,420.00,0.74
13,002581,未名医药,2016-09-29,2564.70,3.89
14,300051,三五互联,2016-09-29,993.35,2.69
15,300255,常山药业,2016-09-29,570.79,0.61
16,603958,哈森股份,2016-09-29,0.03,0.00
17,000810,创维数字,2016-09-28,3062.74,3.07
18,002013,中航机电,2016-09-28,82511.02,51.45
19,002172,澳洋科技,2016-09-28,311.10,0.45
20,002242,九阳股份,2016-09-28,195.15,0.25
21,002426,胜利精密,2016-09-28,4121.96,1.42
22,300089,文化长城,2016-09-28,3298.87,7.59
23,600744,华银电力,2016-09-28,35324.99,19.83
24,000403,ST生化,2016-09-27,86.00,0.32
25,300237,美晨科技,2016-09-27,308.85,0.38
26,600381,青海春天,2016-09-27,688.44,1.00
27,600817,*ST宏盛,2016-09-27,776.42,4.83
28,603808,歌力思,2016-09-27,423.65,1.70
29,000811,烟台冰轮,2016-09-26,865.05,1.99
30,002123,梦网荣信,2016-09-26,15595.69,18.10
31,300042,朗科科技,2016-09-26,724.58,5.42
32,300183,东软载波,2016-09-26,390.84,0.86
33,300358,楚天科技,2016-09-26,182.53,0.41
34,600848,上海临港,2016-09-26,10741.21,12.00
35,002044,美年健康,2016-09-23,2665.78,1.10
36,002325,洪涛股份,2016-09-23,805.31,0.67
37,300301,长方集团,2016-09-23,152.24,0.19
38,600571,信雅达,2016-09-23,1503.25,3.42
39,600681,百川能源,2016-09-23,130.71,0.14
40,600867,通化东宝,2016-09-23,217.80,0.15
41,000166,申万宏源,2016-09-22,1298.62,0.07
42,000519,中兵红箭,2016-09-22,8731.97,8.45
43,000540,中天城投,2016-09-22,475.00,0.10
44,002519,银河电子,2016-09-22,3233.30,5.62
45,002528,英飞拓,2016-09-22,1913.91,1.84
46,300284,苏交科,2016-09-22,326.20,0.59
47,300296,利亚德,2016-09-22,2518.33,3.09
48,601558,华锐风电,2016-09-22,328793.32,54.52
49,002309,中利集团,2016-09-21,152.60,0.24
50,002389,南洋科技,2016-09-21,682.33,0.96
51,002408,齐翔腾达,2016-09-21,3677.86,2.07
52,300038,梅泰诺,2016-09-21,546.61,2.87
53,300338,开元仪器,2016-09-21,7.02,0.03
54,002343,慈文传媒,2016-09-20,4712.00,14.98
55,300045,华力创通,2016-09-20,247.20,0.45
56,000333,美的集团,2016-09-19,295687.50,45.85
57,000680,山推股份,2016-09-19,10204.08,8.22
58,002007,华兰生物,2016-09-19,333.92,0.36
59,002538,司尔特,2016-09-19,12612.03,17.56
60,002600,江粉磁材,2016-09-19,7868.21,6.68
61,300073,当升科技,2016-09-19,424.06,2.32
62,300085,银之杰,2016-09-19,213.20,0.31
63,300148,天舟文化,2016-09-19,6998.18,10.77
64,300184,力源信息,2016-09-19,173.60,0.45
65,300274,阳光电源,2016-09-19,753.96,0.54
66,300348,长亮科技,2016-09-19,574.31,1.97
67,300408,三环集团,2016-09-19,480.00,0.28
68,300435,中泰股份,2016-09-19,192.00,0.78
69,000042,中洲控股,2016-09-14,907.04,1.36
70,000612,焦作万方,2016-09-14,2100.00,1.76
71,300388,国祯环保,2016-09-14,417.57,1.37
72,600984,建设机械,2016-09-14,19179.12,30.12
73,600986,科达股份,2016-09-14,723.80,0.83
74,000418,小天鹅A,2016-09-13,64.46,0.10
75,002076,雪莱特,2016-09-13,1938.62,5.28
76,002078,太阳纸业,2016-09-13,1206.40,0.48
77,002415,海康威视,2016-09-13,762.07,0.12
78,300375,鹏翎股份,2016-09-13,372.90,2.01
79,002345,潮宏基,2016-09-12,1251.12,1.48
80,002426,胜利精密,2016-09-12,15644.95,5.38
81,002472,双环传动,2016-09-12,680.36,2.01
82,002519,银河电子,2016-09-12,14.40,0.03
83,002602,世纪华通,2016-09-12,2179.57,2.12
84,300011,鼎汉技术,2016-09-12,2746.99,5.19
85,300025,华星创业,2016-09-12,3402.52,7.94
86,300030,阳普医疗,2016-09-12,924.57,2.99
87,300272,开能环保,2016-09-12,166.25,0.50
88,300373,扬杰科技,2016-09-12,204.75,0.43
89,300396,迪瑞医疗,2016-09-12,371.25,2.42
90,600807,天业股份,2016-09-12,15195.01,17.18
91,002469,三维工程,2016-09-09,4020.42,7.99
92,300095,华伍股份,2016-09-09,263.16,0.70
93,300169,天晟新材,2016-09-09,1432.65,4.40
94,300348,长亮科技,2016-09-09,4557.95,15.60
95,300471,厚普股份,2016-09-09,221.92,1.50
96,600708,光明地产,2016-09-09,448.59,0.34
97,002271,东方雨虹,2016-09-08,677.35,0.81
98,002405,四维图新,2016-09-08,872.89,0.82
99,002609,捷顺科技,2016-09-08,337.41,0.56
100,300178,腾邦国际,2016-09-08,390.77,0.70
101,600027,华电国际,2016-09-08,84454.95,8.56
102,600699,均胜电子,2016-09-08,5322.50,7.72
103,601933,永辉超市,2016-09-08,36567.13,3.82
104,002396,星网锐捷,2016-09-07,375.64,0.70
105,002719,麦趣尔,2016-09-07,27.17,0.25
106,002738,中矿资源,2016-09-07,205.20,1.10
107,300367,东方网力,2016-09-07,47.50,0.06
108,300476,胜宏科技,2016-09-07,216.75,0.58
109,002527,新时达,2016-09-06,262.50,0.42
110,300292,吴通控股,2016-09-06,669.85,2.10
111,000926,福星股份,2016-09-05,18035.91,19.00
112,002533,金杯电工,2016-09-05,462.91,0.84
113,002597,金禾实业,2016-09-05,367.98,0.65
114,600079,人福医药,2016-09-05,1379.31,1.07
115,000736,中房地产,2016-09-02,15846.02,53.32
116,002023,海特高新,2016-09-02,8282.02,10.94
117,002126,银轮股份,2016-09-02,984.00,1.36
118,300010,立思辰,2016-09-02,203.28,0.23
119,300215,电科院,2016-09-02,3832.25,5.05
120,600986,科达股份,2016-09-02,10986.55,12.64
121,002015,霞客环保,2016-09-01,4320.41,10.78
122,002588,史丹利,2016-09-01,36.60,0.03
123,002613,北玻股份,2016-09-01,10319.96,14.31
124,300324,旋极信息,2016-09-01,522.74,0.52
125,600089,特变电工,2016-09-01,2150.00,0.66
126,600229,城市传媒,2016-09-01,3591.17,5.12
127,600419,天润乳业,2016-09-01,310.95,3.00
128,601567,三星医疗,2016-09-01,610.25,0.43
129,601788,光大证券,2016-09-01,48869.88,10.66
