,code,name,date,count,ratio
0,002157,正邦科技,2017-07-31,49587.00,24.62
1,002728,特一药业,2017-07-31,13500.00,67.50
2,300384,三联虹普,2017-07-31,9147.04,61.25
3,300390,天华超净,2017-07-31,15031.19,43.63
4,603126,中材节能,2017-07-31,39246.00,64.28
5,000166,申万宏源,2017-07-30,655.87,0.03
6,300343,联创互联,2017-07-30,2778.33,4.71
7,600114,东睦股份,2017-07-30,24.00,0.06
8,000040,东旭蓝天,2017-07-29,59360.73,44.39
9,000166,申万宏源,2017-07-29,109.31,0.01
10,002309,中利科技,2017-07-29,6929.88,10.80
11,002563,森马服饰,2017-07-29,421.02,0.16
12,300297,蓝盾股份,2017-07-29,8435.58,7.18
13,600568,中珠医疗,2017-07-29,3718.54,5.22
14,600575,皖江物流,2017-07-29,44871.79,11.48
15,002022,科华生物,2017-07-28,4533.97,8.85
16,600864,哈投股份,2017-07-28,50171.65,23.79
17,603322,超讯通信,2017-07-28,1239.92,15.50
18,000408,*ST金源,2017-07-27,6101.51,2.94
19,002734,利民股份,2017-07-27,78.15,0.47
20,300351,永贵电器,2017-07-27,2694.14,7.00
21,300375,鹏翎股份,2017-07-27,1000.00,5.38
22,600074,保千里,2017-07-27,12045.24,4.94
23,002806,华锋股份,2017-07-26,2577.00,32.21
24,300032,金龙机电,2017-07-26,12430.94,15.27
25,300292,吴通控股,2017-07-26,6202.65,4.87
26,300523,辰安科技,2017-07-26,3715.36,46.44
27,300525,博思软件,2017-07-26,2638.88,38.73
28,002594,比亚迪,2017-07-25,25214.29,9.24
29,300010,立思辰,2017-07-25,178.50,0.21
30,300464,星徽精密,2017-07-25,22.25,0.11
31,002405,四维图新,2017-07-24,868.59,0.81
32,002588,史丹利,2017-07-24,57.60,0.05
33,300010,立思辰,2017-07-24,570.89,0.66
34,600483,福能股份,2017-07-24,96986.36,62.50
35,600624,复旦复华,2017-07-24,10140.00,14.81
36,000967,盈峰环境,2017-07-23,4916.67,6.76
37,002718,友邦吊顶,2017-07-22,507.19,5.79
38,300170,汉得信息,2017-07-22,812.87,0.94
39,300241,瑞丰光电,2017-07-22,811.67,2.94
40,000597,东北制药,2017-07-21,3405.89,7.18
41,002480,新筑股份,2017-07-21,1416.43,2.20
42,300324,旋极信息,2017-07-21,745.21,0.65
43,300377,赢时胜,2017-07-21,22.80,0.08
44,603939,益丰药房,2017-07-21,4269.47,11.77
45,000910,大亚圣象,2017-07-20,130.80,0.25
46,002387,黑牛食品,2017-07-20,14000.00,29.82
47,300262,巴安水务,2017-07-20,18.66,0.04
48,600151,航天机电,2017-07-20,13851.58,9.66
49,002620,瑞和股份,2017-07-19,2500.00,17.24
50,300317,珈伟股份,2017-07-19,3174.60,6.66
51,300367,东方网力,2017-07-19,21.44,0.03
52,300517,海波重科,2017-07-19,1575.00,15.38
53,603009,北特科技,2017-07-19,7193.98,54.79
54,000603,盛达矿业,2017-07-18,128.47,0.18
55,000937,冀中能源,2017-07-18,52679.74,14.91
56,002078,太阳纸业,2017-07-18,551.20,0.22
57,002206,海利得,2017-07-18,3195.27,6.56
58,002261,拓维信息,2017-07-18,425.25,0.38
59,002713,东易日盛,2017-07-18,125.31,0.49
60,300009,安科生物,2017-07-18,611.52,1.12
61,300327,中颖电子,2017-07-18,1.21,0.01
62,600179,安通控股,2017-07-18,9117.10,8.58
63,600335,国机汽车,2017-07-18,7857.86,7.63
64,600422,昆药集团,2017-07-18,32.67,0.04
65,601028,玉龙股份,2017-07-18,26.40,0.03
66,002065,东华软件,2017-07-17,2921.26,1.86
67,002104,恒宝股份,2017-07-17,161.92,0.23
68,002597,金禾实业,2017-07-17,488.18,0.86
69,300467,迅游科技,2017-07-17,211.76,1.27
70,600690,青岛海尔,2017-07-17,60598.60,9.94
71,002261,拓维信息,2017-07-16,45.89,0.04
72,002614,蒙发利,2017-07-16,18.00,0.03
73,002674,兴业科技,2017-07-16,6.88,0.02
74,600114,东睦股份,2017-07-16,382.50,0.90
75,000670,*ST盈方,2017-07-15,21480.78,26.30
76,002003,伟星股份,2017-07-15,387.00,0.86
77,002147,新光圆成,2017-07-15,17825.50,12.68
78,002186,全聚德,2017-07-15,2534.40,8.22
79,002639,雪人股份,2017-07-15,5056.18,7.50
80,600089,特变电工,2017-07-15,3481.49,1.07
81,600867,通化东宝,2017-07-15,290.40,0.20
82,603128,华贸物流,2017-07-15,8722.74,8.73
83,000605,渤海股份,2017-07-14,7176.05,36.80
84,002271,东方雨虹,2017-07-14,28.80,0.03
85,300004,南风股份,2017-07-14,6406.46,12.58
86,300323,华灿光电,2017-07-14,1709.88,2.05
87,600141,兴发集团,2017-07-14,2306.78,4.50
88,603006,联明股份,2017-07-14,12.00,0.06
89,300248,新开普,2017-07-13,381.18,1.17
90,300274,阳光电源,2017-07-13,21600.00,15.27
91,002456,欧菲光,2017-07-12,570.90,0.53
92,002803,吉宏股份,2017-07-12,1700.00,14.66
93,300036,超图软件,2017-07-12,2431.49,5.41
94,300269,联建光电,2017-07-12,6062.73,9.88
95,300429,强力新材,2017-07-12,419.03,1.63
96,603069,海汽集团,2017-07-12,9480.00,30.00
97,002217,合力泰,2017-07-11,7500.00,5.27
98,002491,通鼎互联,2017-07-11,705.90,0.59
99,002661,克明面业,2017-07-11,159.90,0.47
100,300353,东土科技,2017-07-11,1607.14,3.11
101,600200,江苏吴中,2017-07-11,1605.36,2.22
102,603688,石英股份,2017-07-11,43.68,0.19
103,002171,楚江新材,2017-07-10,7216.34,16.23
104,300358,楚天科技,2017-07-10,114.86,0.26
105,600739,辽宁成大,2017-07-10,6500.00,4.25
106,300332,天壕环境,2017-07-09,724.00,0.94
107,002175,东方网络,2017-07-08,3810.05,5.05
108,002775,文科园林,2017-07-08,400.00,1.61
109,300010,立思辰,2017-07-08,10084.22,11.57
110,300471,厚普股份,2017-07-08,18.00,0.12
111,300520,科大国创,2017-07-08,2912.56,30.32
112,600567,山鹰纸业,2017-07-08,78431.37,17.23
113,603066,音飞储存,2017-07-08,23.43,0.23
114,000166,申万宏源,2017-07-07,5028.32,0.25
115,002649,博彦科技,2017-07-07,62.70,0.36
116,002681,奋达科技,2017-07-07,359.72,0.29
117,002805,丰元股份,2017-07-07,3009.48,31.05
118,300222,科大智能,2017-07-07,1298.73,1.78
119,300275,梅安森,2017-07-07,15.00,0.09
120,600482,中国动力,2017-07-07,38456.15,22.11
121,600869,智慧能源,2017-07-07,13636.36,6.14
122,002087,新野纺织,2017-07-06,14110.84,17.28
123,600718,东软集团,2017-07-06,49.58,0.04
124,601966,玲珑轮胎,2017-07-06,19440.00,16.20
125,002305,南国置业,2017-07-05,16319.15,9.41
126,300521,爱司凯,2017-07-05,3270.19,40.88
127,002131,利欧股份,2017-07-04,449.01,0.28
128,300269,联建光电,2017-07-04,4902.58,7.99
129,300522,世名科技,2017-07-04,1527.30,22.91
130,603288,海天味业,2017-07-04,310.52,0.11
131,600115,东方航空,2017-07-03,132740.68,9.18
132,603369,今世缘,2017-07-03,57375.00,45.73
133,000757,浩物股份,2017-07-02,8528.79,18.88
134,002181,粤传媒,2017-07-02,2019.30,1.74
135,002727,一心堂,2017-07-02,27132.80,52.12
136,300387,富邦股份,2017-07-02,5709.43,45.69
137,603168,莎普爱思,2017-07-02,6276.90,35.41
138,002447,壹桥股份,2017-07-01,441.00,0.46
139,002616,长青集团,2017-07-01,367.50,0.97
140,300054,鼎龙股份,2017-07-01,966.77,1.98
141,300070,碧水源,2017-07-01,788.55,0.25
142,600575,皖江物流,2017-07-01,26296.73,6.73
143,600893,中航动力,2017-07-01,58022.57,29.78
144,600982,宁波热电,2017-07-01,7080.00,9.48
145,600998,九州通,2017-07-01,1338.33,0.81
146,603016,新宏泰,2017-07-01,3341.00,22.55
147,603328,依顿电子,2017-07-01,39102.00,78.45
