,code,name,date,count,ratio
0,000521,美菱电器,2012-03-30,60.78,0.10
1,300195,长荣股份,2012-03-29,88.72,0.63
2,300196,长海股份,2012-03-29,2140.50,17.84
3,300197,铁汉生态,2012-03-29,313.91,2.68
4,300279,和晶科技,2012-03-29,300.00,5.00
5,300280,南通锻压,2012-03-29,640.00,5.00
6,300281,金明精机,2012-03-29,300.00,5.00
7,300282,汇冠股份,2012-03-29,230.00,5.00
8,002647,宏磊股份,2012-03-28,840.00,4.97
9,002648,卫星石化,2012-03-28,1000.00,5.00
10,600458,时代新材,2012-03-28,4495.81,8.69
11,002044,美年健康,2012-03-27,6144.45,27.40
12,300192,科斯伍德,2012-03-27,875.00,11.91
13,300193,佳士科技,2012-03-27,4011.95,18.11
14,600125,铁龙物流,2012-03-27,12119.49,9.28
15,600741,华域汽车,2012-03-27,111063.77,42.99
16,002567,唐人神,2012-03-26,4073.51,29.52
17,002568,百润股份,2012-03-26,2402.00,30.03
18,300065,海兰信,2012-03-26,554.63,10.01
19,600157,永泰能源,2012-03-26,8464.62,9.58
20,601008,连云港,2012-03-26,4439.95,7.11
21,000823,超声电子,2012-03-23,15202.08,34.52
22,002138,顺络电子,2012-03-23,1806.00,8.51
23,002376,新北洋,2012-03-23,98.34,0.33
24,002644,佛慈制药,2012-03-22,390.00,4.83
25,002646,青青稞酒,2012-03-22,1200.00,2.67
26,300099,尤洛卡,2012-03-22,320.06,3.10
27,300194,福安药业,2012-03-22,350.45,2.63
28,300191,潜能恒信,2012-03-21,294.00,3.67
29,002264,新华都,2012-03-20,360.00,1.01
30,002642,荣之联,2012-03-20,500.00,5.00
31,002643,万润股份,2012-03-20,680.00,4.93
32,002645,华宏科技,2012-03-20,330.00,4.95
33,300190,维尔利,2012-03-20,460.80,8.69
34,600320,振华重工,2012-03-20,22073.31,5.03
35,000925,众合科技,2012-03-19,2229.00,7.40
36,002218,拓日新能,2012-03-19,5775.00,11.79
37,002565,顺灏股份,2012-03-19,6080.00,28.46
38,002566,益盛药业,2012-03-19,3982.47,36.10
39,300136,信维通信,2012-03-19,15.04,0.11
40,300278,华昌达,2012-03-19,432.00,4.98
41,601199,江南水务,2012-03-19,2164.03,9.26
42,000523,广州浪奇,2012-03-16,10000.00,22.46
43,000703,恒逸石化,2012-03-16,17.66,0.03
44,002371,北方华创,2012-03-16,28.90,0.34
45,300116,坚瑞沃能,2012-03-16,33.84,0.42
46,300189,神农基因,2012-03-16,2940.00,18.38
47,600306,*ST商城,2012-03-16,2090.79,11.74
48,600893,中航动力,2012-03-16,79.72,0.07
49,601336,新华保险,2012-03-16,3170.80,1.02
50,600267,海正药业,2012-03-15,4103.82,7.82
51,600586,金晶科技,2012-03-15,24254.00,17.05
52,000409,山东地矿,2012-03-14,22.22,0.13
53,000532,力合股份,2012-03-14,39.78,0.11
54,002069,*ST獐岛,2012-03-14,3251.22,4.57
55,000830,鲁西化工,2012-03-12,41862.75,28.58
56,002055,得润电子,2012-03-12,2857.14,13.92
57,002187,广百股份,2012-03-12,3202.72,11.22
58,002564,天沃科技,2012-03-12,6386.23,21.02
59,600063,皖维高新,2012-03-12,20000.00,21.36
60,600757,长江传媒,2012-03-12,356.01,0.34
61,600758,红阳能源,2012-03-12,63.70,0.31
62,601555,东吴证券,2012-03-12,22500.00,11.25
63,002051,中工国际,2012-03-09,38.51,0.09
64,002215,诺普信,2012-03-09,583.04,1.65
65,300185,通裕重工,2012-03-09,12312.20,34.20
66,300187,永清环保,2012-03-09,150.00,2.25
67,600698,湖南天雁,2012-03-09,92.27,0.10
68,600973,宝胜股份,2012-03-09,4479.43,22.05
69,601011,宝泰隆,2012-03-09,2760.67,7.13
70,002136,安纳达,2012-03-08,4400.00,20.46
71,002640,跨境通,2012-03-08,330.00,4.95
72,002641,永高股份,2012-03-08,1000.00,5.00
73,300143,星河生物,2012-03-07,11.57,0.08
74,002108,沧州明珠,2012-03-05,492.05,1.63
75,002559,亚威股份,2012-03-05,1991.39,22.63
76,002560,通达股份,2012-03-05,2313.98,22.39
77,002561,徐家汇,2012-03-05,21437.31,51.56
78,002634,棒杰股份,2012-03-05,330.00,4.95
79,002639,雪人股份,2012-03-05,800.00,5.00
80,300048,合康新能,2012-03-05,3960.00,16.09
81,600800,天津磁卡,2012-03-05,12117.53,19.82
82,002556,辉隆股份,2012-03-02,8692.51,36.34
83,002558,世纪游轮,2012-03-02,25.30,0.43
84,300111,向日葵,2012-03-01,3114.13,6.12
85,600891,秋林集团,2012-03-01,5564.08,17.09
86,601992,金隅股份,2012-03-01,95030.22,22.18
