,code,name,date,count,ratio
0,300170,汉得信息,2013-11-29,67.05,0.25
1,300296,利亚德,2013-11-29,237.94,1.59
2,300275,梅安森,2013-11-28,1456.00,8.63
3,300301,长方集团,2013-11-27,30.29,0.11
4,000665,湖北广电,2013-11-26,5279.18,13.58
5,002051,中工国际,2013-11-25,9126.00,14.32
6,002092,中泰化学,2013-11-25,19301.16,13.88
7,002481,双塔食品,2013-11-25,16646.40,38.53
8,002507,涪陵榨菜,2013-11-25,400.00,2.58
9,002508,老板电器,2013-11-25,16320.00,63.75
10,002509,天广中茂,2013-11-25,24800.00,62.00
11,002510,天汽模,2013-11-25,13190.17,64.11
12,002511,中顺洁柔,2013-11-25,16983.93,54.44
13,300300,汉鼎宇佑,2013-11-25,220.00,1.15
14,600279,重庆港九,2013-11-25,19135.42,55.94
15,600337,美克家居,2013-11-25,4630.80,7.15
16,601777,力帆股份,2013-11-25,62484.04,61.84
17,000506,中润资源,2013-11-21,398.26,0.43
18,603366,日出东方,2013-11-21,450.00,1.12
19,000915,山大华特,2013-11-20,1.87,0.01
20,002441,众业达,2013-11-20,14637.25,63.09
21,000639,西王食品,2013-11-19,380.31,2.02
22,000789,万年青,2013-11-19,1300.00,3.18
23,002364,中恒电气,2013-11-19,782.88,3.08
24,600682,南京新百,2013-11-19,1.50,0.00
25,600817,*ST宏盛,2013-11-19,194.10,1.21
26,000066,长城电脑,2013-11-18,74936.22,56.62
27,002306,中科云网,2013-11-18,297.00,0.37
28,002460,赣锋锂业,2013-11-18,1.30,0.01
29,002502,骅威文化,2013-11-18,906.05,6.44
30,002503,搜于特,2013-11-18,32400.00,75.00
31,002505,大康农业,2013-11-18,8779.75,35.59
32,300026,红日药业,2013-11-18,2382.95,6.37
33,600261,阳光照明,2013-11-18,11728.28,18.17
34,000705,浙江震元,2013-11-15,3712.93,22.23
35,002500,山西证券,2013-11-15,94186.22,37.39
36,002026,山东威达,2013-11-14,4990.78,21.88
37,300007,汉威电子,2013-11-14,4628.57,39.23
38,300139,晓程科技,2013-11-14,6646.00,60.64
39,600887,伊利股份,2013-11-14,67.23,0.03
40,000001,平安银行,2013-11-12,60732.80,7.41
41,300118,东方日升,2013-11-12,9541.69,17.04
42,300140,启源装备,2013-11-12,5526.62,45.30
43,300141,和顺电气,2013-11-12,1970.25,11.90
44,300142,沃森生物,2013-11-12,10761.81,59.79
45,601111,中国国航,2013-11-12,12953.37,0.99
46,002276,万马股份,2013-11-11,50448.54,54.31
47,002496,辉丰股份,2013-11-11,12945.96,52.83
48,002497,雅化集团,2013-11-11,36000.00,75.00
49,002498,汉缆股份,2013-11-11,91467.20,85.23
50,002499,科林环保,2013-11-11,7715.91,68.59
51,002654,万润科技,2013-11-11,1804.00,10.25
52,300136,信维通信,2013-11-11,2689.20,19.63
53,300195,长荣股份,2013-11-11,121.28,0.85
54,300279,和晶科技,2013-11-11,42.08,0.35
55,300300,汉鼎宇佑,2013-11-11,1320.00,6.90
56,600617,国新能源,2013-11-11,364.76,2.18
57,600731,湖南海利,2013-11-11,3.83,0.01
58,002374,丽鹏股份,2013-11-08,3732.92,19.50
59,600705,中航资本,2013-11-08,9.96,0.01
60,601857,中国石油,2013-11-08,40000.00,0.22
61,002117,东港股份,2013-11-07,134.40,0.44
62,600403,大有能源,2013-11-07,72351.25,30.26
63,000572,海马汽车,2013-11-06,9.78,0.01
64,600029,南方航空,2013-11-06,12390.00,1.26
65,600377,宁沪高速,2013-11-06,2391.66,0.47
66,600499,科达洁能,2013-11-06,30.00,0.04
67,000922,佳电股份,2013-11-05,12653.10,24.14
68,002460,赣锋锂业,2013-11-05,68.17,0.45
69,300137,先河环保,2013-11-05,5766.26,28.43
70,300138,晨光生物,2013-11-05,7444.10,41.45
71,002492,恒基达鑫,2013-11-04,6030.00,50.25
72,002493,荣盛石化,2013-11-04,100000.00,89.93
73,002494,华斯股份,2013-11-04,4800.00,42.29
74,002495,佳隆股份,2013-11-04,17550.00,62.21
75,300265,通光线缆,2013-11-04,25.00,0.18
76,600571,信雅达,2013-11-04,247.57,1.22
77,600998,九州通,2013-11-04,88846.66,62.54
78,300009,安科生物,2013-11-01,9161.35,37.99
79,300280,南通锻压,2013-11-01,400.00,3.12
80,300300,汉鼎宇佑,2013-11-01,1023.00,5.34
81,300355,蒙草生态,2013-11-01,7509.92,36.55
82,600198,大唐电信,2013-11-01,1353.10,1.82
